case_id,activity,enable_time,start_time,end_time,resource
2,W_Follow_up_quotations,2026-03-04 14:43:10.609805+00:00,2026-03-04 14:43:10.609805+00:00,2026-03-04 14:56:09.470658+00:00,11179.0
1,O_SENT_BACK,2026-03-04 14:45:11.929683+00:00,2026-03-04 14:45:11.929683+00:00,2026-03-04 14:45:11.929683+00:00,10899.0
1,W_Validate_application,2026-03-04 14:45:11.929683+00:00,2026-03-04 14:45:11.929683+00:00,2026-03-04 14:46:14.578253+00:00,11122.0
1,W_Validate_application,2026-03-04 14:46:14.578253+00:00,2026-03-04 14:46:14.578253+00:00,2026-03-04 14:49:14.769930+00:00,11121.0
1,W_Validate_application,2026-03-04 14:49:14.769930+00:00,2026-03-04 14:49:14.769930+00:00,2026-03-04 15:31:08.681853+00:00,10909.0
2,W_Follow_up_quotations,2026-03-04 14:56:09.470658+00:00,2026-03-04 14:56:09.470658+00:00,2026-03-04 14:57:34.265615+00:00,10228.0
2,W_Follow_up_quotations,2026-03-04 14:57:34.265615+00:00,2026-03-04 14:57:34.265615+00:00,2026-03-04 14:57:36.948562+00:00,11009.0
2,O_SENT_BACK,2026-03-04 14:57:36.948562+00:00,2026-03-04 14:57:36.948562+00:00,2026-03-04 14:57:36.948562+00:00,11189.0
2,W_Validate_application,2026-03-04 14:57:36.948562+00:00,2026-03-04 14:57:36.948562+00:00,2026-03-04 15:10:56.685044+00:00,10609.0
0,W_Complete_application,2026-03-04 15:06:05.679110+00:00,2026-03-04 15:06:05.679110+00:00,2026-03-04 15:09:33.016504+00:00,10881.0
0,W_Complete_application,2026-03-04 15:09:33.016504+00:00,2026-03-04 15:09:33.016504+00:00,2026-03-04 15:17:16.665612+00:00,11181.0
3,A_SUBMITTED,2026-03-04 15:10:23.090908+00:00,2026-03-04 15:10:23.090908+00:00,2026-03-04 15:10:23.090908+00:00,11029.0
3,A_PARTLYSUBMITTED,2026-03-04 15:10:23.090908+00:00,2026-03-04 15:10:23.090908+00:00,2026-03-04 15:10:23.090908+00:00,10789.0
3,A_PREACCEPTED,2026-03-04 15:10:23.090908+00:00,2026-03-04 15:10:23.090908+00:00,2026-03-04 15:10:23.090908+00:00,11339.0
3,W_Complete_application,2026-03-04 15:10:23.090908+00:00,2026-03-04 15:10:23.090908+00:00,2026-03-04 15:10:57.771130+00:00,10972.0
2,O_DECLINED,2026-03-04 15:10:56.685044+00:00,2026-03-04 15:10:56.685044+00:00,2026-03-04 15:10:56.685044+00:00,11002.0
3,A_ACCEPTED,2026-03-04 15:10:57.771130+00:00,2026-03-04 15:10:57.771130+00:00,2026-03-04 15:10:57.771130+00:00,10138.0
3,O_SELECTED,2026-03-04 15:10:57.771130+00:00,2026-03-04 15:10:57.771130+00:00,2026-03-04 15:10:57.771130+00:00,10933.0
3,O_CREATED,2026-03-04 15:10:57.771130+00:00,2026-03-04 15:10:57.771130+00:00,2026-03-04 15:10:57.771130+00:00,10861.0
3,O_SENT,2026-03-04 15:10:57.771130+00:00,2026-03-04 15:10:57.771130+00:00,2026-03-04 15:10:57.771130+00:00,10914.0
3,W_Follow_up_quotations,2026-03-04 15:10:57.771130+00:00,2026-03-04 15:10:57.771130+00:00,2026-03-04 15:15:03.778068+00:00,11259.0
3,O_SENT_BACK,2026-03-04 15:15:03.778068+00:00,2026-03-04 15:15:03.778068+00:00,2026-03-04 15:15:03.778068+00:00,11254.0
3,W_Validate_application,2026-03-04 15:15:03.778068+00:00,2026-03-04 15:15:03.778068+00:00,2026-03-04 15:26:28.674331+00:00,10910.0
0,A_CANCELLED,2026-03-04 15:17:16.665612+00:00,2026-03-04 15:17:16.665612+00:00,2026-03-04 15:17:16.665612+00:00,10931.0
4,A_SUBMITTED,2026-03-04 15:17:28.138943+00:00,2026-03-04 15:17:28.138943+00:00,2026-03-04 15:17:28.138943+00:00,10932.0
4,A_PARTLYSUBMITTED,2026-03-04 15:17:28.138943+00:00,2026-03-04 15:17:28.138943+00:00,2026-03-04 15:17:28.138943+00:00,10929.0
4,A_PREACCEPTED,2026-03-04 15:17:28.138943+00:00,2026-03-04 15:17:28.138943+00:00,2026-03-04 15:17:28.138943+00:00,11269.0
4,W_Complete_application,2026-03-04 15:17:28.138943+00:00,2026-03-04 15:17:28.138943+00:00,2026-03-04 15:18:17.780603+00:00,11079.0
4,W_Complete_application,2026-03-04 15:18:17.780603+00:00,2026-03-04 15:18:17.780603+00:00,2026-03-04 15:45:31.537070+00:00,11003.0
3,W_Follow_up_incomplete_files,2026-03-04 15:26:28.674331+00:00,2026-03-04 15:26:28.674331+00:00,2026-03-04 15:28:23.756590+00:00,10125.0
5,A_SUBMITTED,2026-03-04 15:27:57.941763+00:00,2026-03-04 15:27:57.941763+00:00,2026-03-04 15:27:57.941763+00:00,10935.0
5,A_PARTLYSUBMITTED,2026-03-04 15:27:57.941763+00:00,2026-03-04 15:27:57.941763+00:00,2026-03-04 15:27:57.941763+00:00,10821.0
5,W_Assess_fraud,2026-03-04 15:27:57.941763+00:00,2026-03-04 15:27:57.941763+00:00,2026-03-04 15:27:57.941763+00:00,11289.0
5,A_DECLINED,2026-03-04 15:27:57.941763+00:00,2026-03-04 15:27:57.941763+00:00,2026-03-04 15:27:57.941763+00:00,10124.0
3,W_Follow_up_incomplete_files,2026-03-04 15:28:23.756590+00:00,2026-03-04 15:28:23.756590+00:00,2026-03-04 15:33:04.397601+00:00,11304.0
1,W_Follow_up_incomplete_files,2026-03-04 15:31:08.681853+00:00,2026-03-04 15:31:08.681853+00:00,2026-03-04 15:31:10.876411+00:00,11319.0
1,W_Follow_up_incomplete_files,2026-03-04 15:31:10.876411+00:00,2026-03-04 15:31:10.876411+00:00,2026-03-04 15:41:33.765198+00:00,11309.0
3,W_Follow_up_incomplete_files,2026-03-04 15:33:04.397601+00:00,2026-03-04 15:33:04.397601+00:00,2026-03-04 15:33:32.447118+00:00,11299.0
3,W_Follow_up_incomplete_files,2026-03-04 15:33:32.447118+00:00,2026-03-04 15:33:32.447118+00:00,2026-03-04 15:34:55.444066+00:00,11300.0
3,W_Follow_up_incomplete_files,2026-03-04 15:34:55.444066+00:00,2026-03-04 15:34:55.444066+00:00,2026-03-04 15:37:35.943600+00:00,11302.0
3,W_Follow_up_incomplete_files,2026-03-04 15:37:35.943600+00:00,2026-03-04 15:37:35.943600+00:00,2026-03-04 15:38:03.122499+00:00,112.0
3,W_Follow_up_incomplete_files,2026-03-04 15:38:03.122499+00:00,2026-03-04 15:38:03.122499+00:00,2026-03-04 15:38:12.107265+00:00,10912.0
3,W_Follow_up_incomplete_files,2026-03-04 15:38:12.107265+00:00,2026-03-04 15:38:12.107265+00:00,2026-03-04 15:38:33.562124+00:00,GLOBAL
3,W_Follow_up_incomplete_files,2026-03-04 15:38:33.562124+00:00,2026-03-04 15:38:33.562124+00:00,2026-03-04 15:38:38.490545+00:00,10862.0
3,O_SENT_BACK,2026-03-04 15:38:38.490545+00:00,2026-03-04 15:38:38.490545+00:00,2026-03-04 15:38:38.490545+00:00,10939.0
3,W_Validate_application,2026-03-04 15:38:38.490545+00:00,2026-03-04 15:38:38.490545+00:00,2026-03-04 16:23:12.640415+00:00,11019.0
1,W_Follow_up_incomplete_files,2026-03-04 15:41:33.765198+00:00,2026-03-04 15:41:33.765198+00:00,2026-03-04 15:42:30.430214+00:00,11111.0
6,A_SUBMITTED,2026-03-04 15:42:07.121433+00:00,2026-03-04 15:42:07.121433+00:00,2026-03-04 15:42:07.121433+00:00,11203.0
6,A_PARTLYSUBMITTED,2026-03-04 15:42:07.121433+00:00,2026-03-04 15:42:07.121433+00:00,2026-03-04 15:42:07.121433+00:00,11119.0
6,A_PREACCEPTED,2026-03-04 15:42:07.121433+00:00,2026-03-04 15:42:07.121433+00:00,2026-03-04 15:42:07.121433+00:00,10971.0
6,W_Complete_application,2026-03-04 15:42:07.121433+00:00,2026-03-04 15:42:07.121433+00:00,2026-03-04 15:42:20.726570+00:00,11180.0
6,W_Complete_application,2026-03-04 15:42:20.726570+00:00,2026-03-04 15:42:20.726570+00:00,2026-03-04 16:26:40.429040+00:00,10889.0
1,W_Follow_up_incomplete_files,2026-03-04 15:42:30.430214+00:00,2026-03-04 15:42:30.430214+00:00,2026-03-04 15:42:39.064132+00:00,11001.0
1,W_Follow_up_incomplete_files,2026-03-04 15:42:39.064132+00:00,2026-03-04 15:42:39.064132+00:00,2026-03-04 15:45:38.218994+00:00,11120.0
4,W_Complete_application,2026-03-04 15:45:31.537070+00:00,2026-03-04 15:45:31.537070+00:00,2026-03-04 15:45:42.864446+00:00,11202.0
1,W_Follow_up_incomplete_files,2026-03-04 15:45:38.218994+00:00,2026-03-04 15:45:38.218994+00:00,2026-03-04 15:50:58.688260+00:00,10913.0
4,W_Complete_application,2026-03-04 15:45:42.864446+00:00,2026-03-04 15:45:42.864446+00:00,2026-03-04 15:48:01.761823+00:00,10188.0
4,W_Complete_application,2026-03-04 15:48:01.761823+00:00,2026-03-04 15:48:01.761823+00:00,2026-03-04 16:02:21.597973+00:00,10809.0
1,W_Follow_up_incomplete_files,2026-03-04 15:50:58.688260+00:00,2026-03-04 15:50:58.688260+00:00,2026-03-04 15:51:06.115471+00:00,11201.0
1,W_Follow_up_incomplete_files,2026-03-04 15:51:06.115471+00:00,2026-03-04 15:51:06.115471+00:00,2026-03-04 16:04:25.929592+00:00,10863.0
4,W_Complete_application,2026-03-04 16:02:21.597973+00:00,2026-03-04 16:02:21.597973+00:00,2026-03-04 16:24:15.770994+00:00,10629.0
1,W_Follow_up_incomplete_files,2026-03-04 16:04:25.929592+00:00,2026-03-04 16:04:25.929592+00:00,2026-03-04 16:29:53.745597+00:00,10880.0
7,A_SUBMITTED,2026-03-04 16:10:02.649715+00:00,2026-03-04 16:10:02.649715+00:00,2026-03-04 16:10:02.649715+00:00,10982.0
7,A_PARTLYSUBMITTED,2026-03-04 16:10:02.649715+00:00,2026-03-04 16:10:02.649715+00:00,2026-03-04 16:10:02.649715+00:00,11049.0
7,W_Process_leads,2026-03-04 16:10:02.649715+00:00,2026-03-04 16:10:02.649715+00:00,2026-03-04 16:17:47.004676+00:00,10859.0
7,A_DECLINED,2026-03-04 16:17:47.004676+00:00,2026-03-04 16:17:47.004676+00:00,2026-03-04 16:17:47.004676+00:00,11200.0
8,A_SUBMITTED,2026-03-04 16:21:23.931644+00:00,2026-03-04 16:21:23.931644+00:00,2026-03-04 16:21:23.931644+00:00,11169.0
8,A_PARTLYSUBMITTED,2026-03-04 16:21:23.931644+00:00,2026-03-04 16:21:23.931644+00:00,2026-03-04 16:21:23.931644+00:00,10779.0
8,A_PREACCEPTED,2026-03-04 16:21:23.931644+00:00,2026-03-04 16:21:23.931644+00:00,2026-03-04 16:21:23.931644+00:00,10899.0
8,W_Complete_application,2026-03-04 16:21:23.931644+00:00,2026-03-04 16:21:23.931644+00:00,2026-03-04 16:23:32.560061+00:00,11122.0
3,O_ACCEPTED,2026-03-04 16:23:12.640415+00:00,2026-03-04 16:23:12.640415+00:00,2026-03-04 16:23:12.640415+00:00,11121.0
3,A_APPROVED,2026-03-04 16:23:12.640415+00:00,2026-03-04 16:23:12.640415+00:00,2026-03-04 16:23:12.640415+00:00,11179.0
3,A_ACTIVATED,2026-03-04 16:23:12.640415+00:00,2026-03-04 16:23:12.640415+00:00,2026-03-04 16:23:12.640415+00:00,10228.0
8,A_ACCEPTED,2026-03-04 16:23:32.560061+00:00,2026-03-04 16:23:32.560061+00:00,2026-03-04 16:23:32.560061+00:00,11009.0
8,O_SELECTED,2026-03-04 16:23:32.560061+00:00,2026-03-04 16:23:32.560061+00:00,2026-03-04 16:23:32.560061+00:00,11189.0
8,O_CREATED,2026-03-04 16:23:32.560061+00:00,2026-03-04 16:23:32.560061+00:00,2026-03-04 16:23:32.560061+00:00,11000.0
8,O_SENT,2026-03-04 16:23:32.560061+00:00,2026-03-04 16:23:32.560061+00:00,2026-03-04 16:23:32.560061+00:00,10881.0
8,W_Follow_up_quotations,2026-03-04 16:23:32.560061+00:00,2026-03-04 16:23:32.560061+00:00,2026-03-04 16:25:53.893932+00:00,11029.0
4,W_Complete_application,2026-03-04 16:24:15.770994+00:00,2026-03-04 16:24:15.770994+00:00,2026-03-04 16:24:22.541997+00:00,10789.0
4,W_Complete_application,2026-03-04 16:24:22.541997+00:00,2026-03-04 16:24:22.541997+00:00,2026-03-04 16:25:03.404340+00:00,11339.0
4,W_Complete_application,2026-03-04 16:25:03.404340+00:00,2026-03-04 16:25:03.404340+00:00,2026-03-04 16:29:13.802241+00:00,10609.0
8,W_Follow_up_quotations,2026-03-04 16:25:53.893932+00:00,2026-03-04 16:25:53.893932+00:00,2026-03-04 16:26:17.719287+00:00,11002.0
8,O_CANCELLED,2026-03-04 16:26:17.719287+00:00,2026-03-04 16:26:17.719287+00:00,2026-03-04 16:26:17.719287+00:00,10972.0
6,W_Complete_application,2026-03-04 16:26:40.429040+00:00,2026-03-04 16:26:40.429040+00:00,2026-03-04 16:28:54.151212+00:00,10138.0
6,W_Complete_application,2026-03-04 16:28:54.151212+00:00,2026-03-04 16:28:54.151212+00:00,2026-03-04 16:28:59.995376+00:00,10933.0
6,W_Complete_application,2026-03-04 16:28:59.995376+00:00,2026-03-04 16:28:59.995376+00:00,2026-03-04 16:29:57.636207+00:00,10861.0
4,A_ACCEPTED,2026-03-04 16:29:13.802241+00:00,2026-03-04 16:29:13.802241+00:00,2026-03-04 16:29:13.802241+00:00,10914.0
4,A_FINALIZED,2026-03-04 16:29:13.802241+00:00,2026-03-04 16:29:13.802241+00:00,2026-03-04 16:29:13.802241+00:00,11259.0
4,O_CREATED,2026-03-04 16:29:13.802241+00:00,2026-03-04 16:29:13.802241+00:00,2026-03-04 16:29:13.802241+00:00,11254.0
4,O_SENT,2026-03-04 16:29:13.802241+00:00,2026-03-04 16:29:13.802241+00:00,2026-03-04 16:29:13.802241+00:00,11181.0
4,W_Follow_up_quotations,2026-03-04 16:29:13.802241+00:00,2026-03-04 16:29:13.802241+00:00,2026-03-04 16:32:09.194174+00:00,10931.0
1,O_SENT_BACK,2026-03-04 16:29:53.745597+00:00,2026-03-04 16:29:53.745597+00:00,2026-03-04 16:29:53.745597+00:00,10932.0
1,W_Validate_application,2026-03-04 16:29:53.745597+00:00,2026-03-04 16:29:53.745597+00:00,2026-03-04 16:42:53.302368+00:00,10929.0
6,W_Complete_application,2026-03-04 16:29:57.636207+00:00,2026-03-04 16:29:57.636207+00:00,2026-03-04 16:36:03.925142+00:00,11269.0
4,W_Follow_up_quotations,2026-03-04 16:32:09.194174+00:00,2026-03-04 16:32:09.194174+00:00,2026-03-04 16:32:09.636908+00:00,11079.0
4,W_Follow_up_quotations,2026-03-04 16:32:09.636908+00:00,2026-03-04 16:32:09.636908+00:00,2026-03-04 16:32:14.974358+00:00,10910.0
4,W_Follow_up_quotations,2026-03-04 16:32:14.974358+00:00,2026-03-04 16:32:14.974358+00:00,2026-03-04 16:34:01.649150+00:00,10935.0
4,O_CANCELLED,2026-03-04 16:34:01.649150+00:00,2026-03-04 16:34:01.649150+00:00,2026-03-04 16:34:01.649150+00:00,10821.0
6,A_ACCEPTED,2026-03-04 16:36:03.925142+00:00,2026-03-04 16:36:03.925142+00:00,2026-03-04 16:36:03.925142+00:00,11289.0
6,A_FINALIZED,2026-03-04 16:36:03.925142+00:00,2026-03-04 16:36:03.925142+00:00,2026-03-04 16:36:03.925142+00:00,10124.0
6,O_CREATED,2026-03-04 16:36:03.925142+00:00,2026-03-04 16:36:03.925142+00:00,2026-03-04 16:36:03.925142+00:00,10125.0
6,O_SENT,2026-03-04 16:36:03.925142+00:00,2026-03-04 16:36:03.925142+00:00,2026-03-04 16:36:03.925142+00:00,10909.0
6,W_Follow_up_quotations,2026-03-04 16:36:03.925142+00:00,2026-03-04 16:36:03.925142+00:00,2026-03-04 16:36:22.365883+00:00,11319.0
6,W_Follow_up_quotations,2026-03-04 16:36:22.365883+00:00,2026-03-04 16:36:22.365883+00:00,2026-03-04 16:37:35.177889+00:00,11304.0
6,W_Follow_up_quotations,2026-03-04 16:37:35.177889+00:00,2026-03-04 16:37:35.177889+00:00,2026-03-04 16:37:42.997163+00:00,11299.0
6,O_CANCELLED,2026-03-04 16:37:42.997163+00:00,2026-03-04 16:37:42.997163+00:00,2026-03-04 16:37:42.997163+00:00,11300.0
1,W_Follow_up_incomplete_files,2026-03-04 16:42:53.302368+00:00,2026-03-04 16:42:53.302368+00:00,2026-03-04 16:43:07.850283+00:00,11302.0
1,W_Follow_up_incomplete_files,2026-03-04 16:43:07.850283+00:00,2026-03-04 16:43:07.850283+00:00,2026-03-04 17:19:05.652813+00:00,112.0
9,A_SUBMITTED,2026-03-04 16:50:21.013922+00:00,2026-03-04 16:50:21.013922+00:00,2026-03-04 16:50:21.013922+00:00,10912.0
9,A_PARTLYSUBMITTED,2026-03-04 16:50:21.013922+00:00,2026-03-04 16:50:21.013922+00:00,2026-03-04 16:50:21.013922+00:00,GLOBAL
9,A_PREACCEPTED,2026-03-04 16:50:21.013922+00:00,2026-03-04 16:50:21.013922+00:00,2026-03-04 16:50:21.013922+00:00,10862.0
9,W_Complete_application,2026-03-04 16:50:21.013922+00:00,2026-03-04 16:50:21.013922+00:00,2026-03-04 16:51:25.419765+00:00,10939.0
9,A_CANCELLED,2026-03-04 16:51:25.419765+00:00,2026-03-04 16:51:25.419765+00:00,2026-03-04 16:51:25.419765+00:00,11309.0
10,A_SUBMITTED,2026-03-04 17:08:59.282167+00:00,2026-03-04 17:08:59.282167+00:00,2026-03-04 17:08:59.282167+00:00,11203.0
10,A_PARTLYSUBMITTED,2026-03-04 17:08:59.282167+00:00,2026-03-04 17:08:59.282167+00:00,2026-03-04 17:08:59.282167+00:00,11119.0
10,A_PREACCEPTED,2026-03-04 17:08:59.282167+00:00,2026-03-04 17:08:59.282167+00:00,2026-03-04 17:08:59.282167+00:00,10971.0
10,W_Complete_application,2026-03-04 17:08:59.282167+00:00,2026-03-04 17:08:59.282167+00:00,2026-03-04 17:11:56.784003+00:00,11180.0
10,W_Complete_application,2026-03-04 17:11:56.784003+00:00,2026-03-04 17:11:56.784003+00:00,2026-03-04 17:39:20.313178+00:00,11111.0
11,A_SUBMITTED,2026-03-04 17:13:40.402231+00:00,2026-03-04 17:13:40.402231+00:00,2026-03-04 17:13:40.402231+00:00,11001.0
11,A_PARTLYSUBMITTED,2026-03-04 17:13:40.402231+00:00,2026-03-04 17:13:40.402231+00:00,2026-03-04 17:13:40.402231+00:00,11003.0
11,W_Process_leads,2026-03-04 17:13:40.402231+00:00,2026-03-04 17:13:40.402231+00:00,2026-03-04 17:18:05.793828+00:00,11120.0
11,W_Process_leads,2026-03-04 17:18:05.793828+00:00,2026-03-04 17:18:05.793828+00:00,2026-03-04 18:16:49.383157+00:00,11202.0
1,W_Follow_up_incomplete_files,2026-03-04 17:19:05.652813+00:00,2026-03-04 17:19:05.652813+00:00,2026-03-04 17:19:06.306780+00:00,10188.0
1,W_Follow_up_incomplete_files,2026-03-04 17:19:06.306780+00:00,2026-03-04 17:19:06.306780+00:00,2026-03-04 17:21:19.367970+00:00,10913.0
1,W_Follow_up_incomplete_files,2026-03-04 17:21:19.367970+00:00,2026-03-04 17:21:19.367970+00:00,2026-03-04 17:25:11.208395+00:00,11201.0
1,W_Follow_up_incomplete_files,2026-03-04 17:25:11.208395+00:00,2026-03-04 17:25:11.208395+00:00,2026-03-04 18:15:10.463194+00:00,10809.0
12,A_SUBMITTED,2026-03-04 17:25:16.133231+00:00,2026-03-04 17:25:16.133231+00:00,2026-03-04 17:25:16.133231+00:00,10863.0
12,A_PARTLYSUBMITTED,2026-03-04 17:25:16.133231+00:00,2026-03-04 17:25:16.133231+00:00,2026-03-04 17:25:16.133231+00:00,10982.0
12,W_Process_leads,2026-03-04 17:25:16.133231+00:00,2026-03-04 17:25:16.133231+00:00,2026-03-04 17:25:19.515561+00:00,11049.0
12,A_PREACCEPTED,2026-03-04 17:25:19.515561+00:00,2026-03-04 17:25:19.515561+00:00,2026-03-04 17:25:19.515561+00:00,10859.0
12,W_Complete_application,2026-03-04 17:25:19.515561+00:00,2026-03-04 17:25:19.515561+00:00,2026-03-04 17:29:22.529665+00:00,11200.0
12,W_Complete_application,2026-03-04 17:29:22.529665+00:00,2026-03-04 17:29:22.529665+00:00,2026-03-04 17:29:35.565857+00:00,11169.0
12,A_ACCEPTED,2026-03-04 17:29:35.565857+00:00,2026-03-04 17:29:35.565857+00:00,2026-03-04 17:29:35.565857+00:00,10779.0
12,O_SELECTED,2026-03-04 17:29:35.565857+00:00,2026-03-04 17:29:35.565857+00:00,2026-03-04 17:29:35.565857+00:00,10899.0
12,A_FINALIZED,2026-03-04 17:29:35.565857+00:00,2026-03-04 17:29:35.565857+00:00,2026-03-04 17:29:35.565857+00:00,11019.0
12,O_CREATED,2026-03-04 17:29:35.565857+00:00,2026-03-04 17:29:35.565857+00:00,2026-03-04 17:29:35.565857+00:00,11121.0
12,O_SENT,2026-03-04 17:29:35.565857+00:00,2026-03-04 17:29:35.565857+00:00,2026-03-04 17:29:35.565857+00:00,11179.0
12,W_Follow_up_quotations,2026-03-04 17:29:35.565857+00:00,2026-03-04 17:29:35.565857+00:00,2026-03-04 18:00:11.899449+00:00,10228.0
10,W_Complete_application,2026-03-04 17:39:20.313178+00:00,2026-03-04 17:39:20.313178+00:00,2026-03-04 17:44:10.201306+00:00,11122.0
10,W_Complete_application,2026-03-04 17:44:10.201306+00:00,2026-03-04 17:44:10.201306+00:00,2026-03-04 17:51:11.890132+00:00,11009.0
10,W_Complete_application,2026-03-04 17:51:11.890132+00:00,2026-03-04 17:51:11.890132+00:00,2026-03-04 17:53:40.696850+00:00,11189.0
10,W_Complete_application,2026-03-04 17:53:40.696850+00:00,2026-03-04 17:53:40.696850+00:00,2026-03-04 18:44:44.163601+00:00,11000.0
13,A_SUBMITTED,2026-03-04 17:58:10.301348+00:00,2026-03-04 17:58:10.301348+00:00,2026-03-04 17:58:10.301348+00:00,10881.0
13,A_PARTLYSUBMITTED,2026-03-04 17:58:10.301348+00:00,2026-03-04 17:58:10.301348+00:00,2026-03-04 17:58:10.301348+00:00,10629.0
13,W_Process_leads,2026-03-04 17:58:10.301348+00:00,2026-03-04 17:58:10.301348+00:00,2026-03-04 18:01:15.205492+00:00,10789.0
12,W_Follow_up_quotations,2026-03-04 18:00:11.899449+00:00,2026-03-04 18:00:11.899449+00:00,2026-03-04 18:03:35.756006+00:00,11339.0
13,A_DECLINED,2026-03-04 18:01:15.205492+00:00,2026-03-04 18:01:15.205492+00:00,2026-03-04 18:01:15.205492+00:00,11029.0
12,W_Follow_up_quotations,2026-03-04 18:03:35.756006+00:00,2026-03-04 18:03:35.756006+00:00,2026-03-04 18:06:35.070905+00:00,11002.0
12,O_CANCELLED,2026-03-04 18:06:35.070905+00:00,2026-03-04 18:06:35.070905+00:00,2026-03-04 18:06:35.070905+00:00,10972.0
14,A_SUBMITTED,2026-03-04 18:13:53.693511+00:00,2026-03-04 18:13:53.693511+00:00,2026-03-04 18:13:53.693511+00:00,10889.0
14,A_PARTLYSUBMITTED,2026-03-04 18:13:53.693511+00:00,2026-03-04 18:13:53.693511+00:00,2026-03-04 18:13:53.693511+00:00,10138.0
